Year,Gender,Cohort,State,drivers_sum
1996,Female,65-69,Alaska,4745
1996,Female,65-69,Arizona,70938
1996,Female,65-69,Arkansas,48092
1996,Female,65-69,California,408728
1996,Female,65-69,Colorado,53202
1996,Female,65-69,Connecticut,58086
1996,Female,65-69,Delaware,13472
1996,Female,65-69,District of Columbia,6682
1996,Female,65-69,Florida,335393
1996,Female,65-69,Georgia,104795
1996,Female,65-69,Hawaii,15500
1996,Female,65-69,Idaho,18541
1996,Female,65-69,Illinois,173796
1996,Female,65-69,Indiana,92527
1996,Female,65-69,Iowa,53070
1996,Female,65-69,Kansas,45565
1996,Female,65-69,Kentucky,59803
1996,Female,65-69,Louisiana,64809
1996,Female,65-69,Maine,22651
1996,Female,65-69,Maryland,72268
1996,Female,65-69,Massachusetts,101833
1996,Female,65-69,Michigan,161937
1996,Female,65-69,Minnesota,66909
1996,Female,65-69,Mississippi,43066
1996,Female,65-69,Missouri,96853
1996,Female,65-69,Montana,13168
1996,Female,65-69,Nebraska,29286
1996,Female,65-69,Nevada,26085
1996,Female,65-69,New Hampshire,19677
1996,Female,65-69,New Jersey,136141
1996,Female,65-69,New Mexico,26939
1996,Female,65-69,New York,239601
1996,Female,65-69,North Carolina,125284
1996,Female,65-69,North Dakota,11516
1996,Female,65-69,Ohio,196061
1996,Female,65-69,Oklahoma,61757
1996,Female,65-69,Oregon,61511
1996,Female,65-69,Pennsylvania,228327
1996,Female,65-69,Rhode Island,17819
1996,Female,65-69,South Carolina,61612
1996,Female,65-69,South Dakota,13697
1996,Female,65-69,Tennessee,91855
1996,Female,65-69,Texas,255185
1996,Female,65-69,Utah,24547
1996,Female,65-69,Vermont,10411
1996,Female,65-69,Virginia,100543
1996,Female,65-69,Washington,80599
1996,Female,65-69,West Virginia,34680
1996,Female,65-69,Wisconsin,86105
1996,Female,65-69,Wyoming,7878
1996,Female,70-74,Alabama,66237
1996,Female,70-74,Alaska,3300
1996,Female,70-74,Arizona,65975
1996,Female,70-74,Arkansas,43409
1996,Female,70-74,California,368504
1996,Female,70-74,Colorado,43927
1996,Female,70-74,Connecticut,53194
1996,Female,70-74,Delaware,11591
1996,Female,70-74,District of Columbia,5727
1996,Female,70-74,Florida,320437
1996,Female,70-74,Georgia,87801
1996,Female,70-74,Hawaii,11976
1996,Female,70-74,Idaho,15411
1996,Female,70-74,Illinois,154899
1996,Female,70-74,Indiana,77414
1996,Female,70-74,Iowa,48373
1996,Female,70-74,Kansas,42800
1996,Female,70-74,Kentucky,49731
1996,Female,70-74,Louisiana,52239
1996,Female,70-74,Maine,19385
1996,Female,70-74,Maryland,63795
1996,Female,70-74,Massachusetts,92806
1996,Female,70-74,Michigan,143595
1996,Female,70-74,Minnesota,61002
1996,Female,70-74,Mississippi,35347
1996,Female,70-74,Missouri,86108
1996,Female,70-74,Montana,11628
1996,Female,70-74,Nebraska,26053
1996,Female,70-74,Nevada,20124
1996,Female,70-74,New Hampshire,16996
1996,Female,70-74,New Jersey,122572
1996,Female,70-74,New Mexico,22826
1996,Female,70-74,New York,205956
1996,Female,70-74,North Carolina,105729
1996,Female,70-74,North Dakota,10052
1996,Female,70-74,Ohio,176434
1996,Female,70-74,Oklahoma,55370
1996,Female,70-74,Oregon,58482
1996,Female,70-74,Pennsylvania,206051
1996,Female,70-74,Rhode Island,17050
1996,Female,70-74,South Carolina,53734
1996,Female,70-74,South Dakota,12288
1996,Female,70-74,Tennessee,79832
1996,Female,70-74,Texas,218451
1996,Female,70-74,Utah,21572
1996,Female,70-74,Vermont,9128
1996,Female,70-74,Virginia,86987
1996,Female,70-74,Washington,74992
1996,Female,70-74,West Virginia,29771
1996,Female,70-74,Wisconsin,75506
1996,Female,70-74,Wyoming,6574
1996,Female,75-79,Alabama,47749
1996,Female,75-79,Alaska,1522
1996,Female,75-79,Arizona,47469
1996,Female,75-79,Arkansas,33380
1996,Female,75-79,California,253118
1996,Female,75-79,Colorado,28635
1996,Female,75-79,Connecticut,41885
1996,Female,75-79,Delaware,8120
1996,Female,75-79,District of Columbia,3609
1996,Female,75-79,Florida,244659
1996,Female,75-79,Georgia,60945
1996,Female,75-79,Hawaii,6813
1996,Female,75-79,Idaho,11557
1996,Female,75-79,Illinois,109813
1996,Female,75-79,Indiana,51028
1996,Female,75-79,Iowa,39200
1996,Female,75-79,Kansas,35782
1996,Female,75-79,Kentucky,33927
1996,Female,75-79,Louisiana,33990
1996,Female,75-79,Maine,14411
1996,Female,75-79,Maryland,44653
1996,Female,75-79,Massachusetts,69811
1996,Female,75-79,Michigan,106369
1996,Female,75-79,Minnesota,49821
1996,Female,75-79,Mississippi,25043
1996,Female,75-79,Missouri,66214
1996,Female,75-79,Montana,8860
1996,Female,75-79,Nebraska,19342
1996,Female,75-79,Nevada,13297
1996,Female,75-79,New Hampshire,11998
1996,Female,75-79,New Jersey,91351
1996,Female,75-79,New Mexico,9875
1996,Female,75-79,New York,146508
1996,Female,75-79,North Carolina,73229
1996,Female,75-79,North Dakota,8468
1996,Female,75-79,Ohio,129169
1996,Female,75-79,Oklahoma,43335
1996,Female,75-79,Oregon,42535
1996,Female,75-79,Pennsylvania,150675
1996,Female,75-79,Rhode Island,12202
1996,Female,75-79,South Carolina,36950
1996,Female,75-79,South Dakota,10065
1996,Female,75-79,Tennessee,57459
1996,Female,75-79,Texas,157191
1996,Female,75-79,Utah,16392
1996,Female,75-79,Vermont,7243
1996,Female,75-79,Virginia,59709
1996,Female,75-79,Washington,57399
1996,Female,75-79,West Virginia,20687
1996,Female,75-79,Wisconsin,58141
1996,Female,75-79,Wyoming,4873
1996,Female,80-84,Alabama,28973
1996,Female,80-84,Alaska,807
1996,Female,80-84,Arizona,25779
1996,Female,80-84,Arkansas,20079
1996,Female,80-84,California,137609
1996,Female,80-84,Colorado,14508
1996,Female,80-84,Connecticut,22956
1996,Female,80-84,Delaware,4166
1996,Female,80-84,District of Columbia,1770
1996,Female,80-84,Florida,143511
1996,Female,80-84,Georgia,34758
1996,Female,80-84,Hawaii,2730
1996,Female,80-84,Idaho,6537
1996,Female,80-84,Illinois,49299
1996,Female,80-84,Indiana,35887
1996,Female,80-84,Iowa,24515
1996,Female,80-84,Kansas,22412
1996,Female,80-84,Kentucky,18984
1996,Female,80-84,Louisiana,17655
1996,Female,80-84,Maine,8616
1996,Female,80-84,Maryland,23294
1996,Female,80-84,Massachusetts,40385
1996,Female,80-84,Michigan,60459
1996,Female,80-84,Minnesota,32912
1996,Female,80-84,Mississippi,14549
1996,Female,80-84,Missouri,40106
1996,Female,80-84,Montana,4837
1996,Female,80-84,Nebraska,12353
1996,Female,80-84,Nevada,6466
1996,Female,80-84,New Hampshire,6691
1996,Female,80-84,New Jersey,50018
1996,Female,80-84,New Mexico,6939
1996,Female,80-84,New York,65454
1996,Female,80-84,North Carolina,38913
1996,Female,80-84,North Dakota,5568
1996,Female,80-84,Ohio,71852
1996,Female,80-84,Oklahoma,28061
1996,Female,80-84,Oregon,27593
1996,Female,80-84,Pennsylvania,78218
1996,Female,80-84,Rhode Island,6802
1996,Female,80-84,South Carolina,19339
1996,Female,80-84,South Dakota,6685
1996,Female,80-84,Tennessee,26331
1996,Female,80-84,Texas,92902
1996,Female,80-84,Utah,9281
1996,Female,80-84,Vermont,4979
1996,Female,80-84,Virginia,31435
1996,Female,80-84,Washington,31929
1996,Female,80-84,West Virginia,11302
1996,Female,80-84,Wisconsin,35583
1996,Female,80-84,Wyoming,2846
1996,Female,85+,Alabama,14314
1996,Female,85+,Alaska,626
1996,Female,85+,Arizona,11038
1996,Female,85+,Arkansas,9927
1996,Female,85+,California,57656
1996,Female,85+,Colorado,5241
1996,Female,85+,Connecticut,10363
1996,Female,85+,Delaware,1830
1996,Female,85+,District of Columbia,712
1996,Female,85+,Florida,71228
1996,Female,85+,Georgia,13701
1996,Female,85+,Hawaii,796
1996,Female,85+,Idaho,3025
1996,Female,85+,Illinois,31483
1996,Female,85+,Indiana,33906
1996,Female,85+,Iowa,12342
1996,Female,85+,Kansas,13492
1996,Female,85+,Kentucky,8366
1996,Female,85+,Louisiana,6847
1996,Female,85+,Maine,4449
1996,Female,85+,Maryland,10037
1996,Female,85+,Massachusetts,20043
1996,Female,85+,Michigan,28466
1996,Female,85+,Minnesota,18606
1996,Female,85+,Mississippi,7013
1996,Female,85+,Missouri,21114
1996,Female,85+,Montana,1798
1996,Female,85+,Nebraska,9511
1996,Female,85+,Nevada,3197
1996,Female,85+,New Hampshire,3123
1996,Female,85+,New Jersey,22010
1996,Female,85+,New Mexico,6107
1996,Female,85+,New York,43972
1996,Female,85+,North Carolina,16504
1996,Female,85+,North Dakota,2957
1996,Female,85+,Ohio,32138
1996,Female,85+,Oklahoma,17941
1996,Female,85+,Oregon,16082
1996,Female,85+,Pennsylvania,28636
1996,Female,85+,Rhode Island,2848
1996,Female,85+,South Carolina,8180
1996,Female,85+,South Dakota,3742
1996,Female,85+,Tennessee,24076
1996,Female,85+,Texas,48139
1996,Female,85+,Utah,4341
1996,Female,85+,Vermont,3855
1996,Female,85+,Virginia,13913
1996,Female,85+,Washington,14555
1996,Female,85+,West Virginia,4760
1996,Female,85+,Wisconsin,16448
1996,Female,85+,Wyoming,1295
1996,Female,Under 16,Alabama,0
1996,Female,Under 16,Alaska,0
1996,Female,Under 16,Arizona,0
1996,Female,Under 16,Arkansas,0
1996,Female,Under 16,California,0
1996,Female,Under 16,Colorado,0
1996,Female,Under 16,Connecticut,0
1996,Female,Under 16,Delaware,0
1996,Female,Under 16,District of Columbia,0
1996,Female,Under 16,Florida,0
1996,Female,Under 16,Georgia,0
1996,Female,Under 16,Hawaii,778
1996,Female,Under 16,Idaho,0
1996,Female,Under 16,Illinois,0
1996,Female,Under 16,Indiana,0
1996,Female,Under 16,Iowa,0
1996,Female,Under 16,Kansas,0
1996,Female,Under 16,Kentucky,0
1996,Female,Under 16,Louisiana,0
1996,Female,Under 16,Maine,0
1996,Female,Under 16,Maryland,0
1996,Female,Under 16,Massachusetts,0
1996,Female,Under 16,Michigan,0
1996,Female,Under 16,Minnesota,0
1996,Female,Under 16,Mississippi,2089
1996,Female,Under 16,Missouri,0
1996,Female,Under 16,Montana,3513
1996,Female,Under 16,Nebraska,0
1996,Female,Under 16,Nevada,0
1996,Female,Under 16,New Hampshire,0
1996,Female,Under 16,New Jersey,0
1996,Female,Under 16,New Mexico,4883
1996,Female,Under 16,New York,0
1996,Female,Under 16,North Carolina,0
1996,Female,Under 16,North Dakota,2389
1996,Female,Under 16,Ohio,0
1996,Female,Under 16,Oklahoma,0
1996,Female,Under 16,Oregon,0
1996,Female,Under 16,Pennsylvania,0
1996,Female,Under 16,Rhode Island,0
1996,Female,Under 16,South Carolina,0
1996,Female,Under 16,South Dakota,0
1996,Female,Under 16,Tennessee,0
1996,Female,Under 16,Texas,0
1996,Female,Under 16,Utah,0
1996,Female,Under 16,Vermont,0
1996,Female,Under 16,Virginia,0
1996,Female,Under 16,Washington,0
1996,Female,Under 16,West Virginia,0
1996,Female,Under 16,Wisconsin,0
1996,Female,Under 16,Wyoming,0
1996,Male,16-19,Alabama,106962
1996,Male,16-19,Alaska,11944
1996,Male,16-19,Arizona,70716
1996,Male,16-19,Arkansas,56100
1996,Male,16-19,California,428508
1996,Male,16-19,Colorado,74432
1996,Male,16-19,Connecticut,53425
1996,Male,16-19,Delaware,14543
1996,Male,16-19,District of Columbia,4985
1996,Male,16-19,Florida,214035
1996,Male,16-19,Georgia,159381
1996,Male,16-19,Hawaii,19354
1996,Male,16-19,Idaho,33279
1996,Male,16-19,Illinois,231426
1996,Male,16-19,Indiana,98787
1996,Male,16-19,Iowa,69127
1996,Male,16-19,Kansas,67946
1996,Male,16-19,Kentucky,77472
1996,Male,16-19,Louisiana,77520
1996,Male,16-19,Maine,22174
1996,Male,16-19,Maryland,74918
1996,Male,16-19,Massachusetts,86879
1996,Male,16-19,Michigan,219693
1996,Male,16-19,Minnesota,86558
1996,Male,16-19,Mississippi,61679
1996,Male,16-19,Missouri,123403
1996,Male,16-19,Montana,24013
1996,Male,16-19,Nebraska,43698
1996,Male,16-19,Nevada,27648
1996,Male,16-19,New Hampshire,25009
1996,Male,16-19,New Jersey,111296
1996,Male,16-19,New Mexico,33770
1996,Male,16-19,New York,229627
1996,Male,16-19,North Carolina,140565
1996,Male,16-19,North Dakota,17261
1996,Male,16-19,Ohio,216463
1996,Male,16-19,Oklahoma,81642
1996,Male,16-19,Oregon,77563
1996,Male,16-19,Pennsylvania,193320
1996,Male,16-19,Rhode Island,13526
1996,Male,16-19,South Carolina,74074
1996,Male,16-19,South Dakota,20627
1996,Male,16-19,Tennessee,112288
1996,Male,16-19,Texas,347632
1996,Male,16-19,Utah,68237
1996,Male,16-19,Vermont,11660
1996,Male,16-19,Virginia,112971
1996,Male,16-19,Washington,104717
1996,Male,16-19,West Virginia,37284
1996,Male,16-19,Wisconsin,110815
1996,Male,16-19,Wyoming,13950
1996,Male,20-24,Alabama,152349
1996,Male,20-24,Alaska,21169
1996,Male,20-24,Arizona,108777
1996,Male,20-24,Arkansas,83841
1996,Male,20-24,California,941105
1996,Male,20-24,Colorado,156714
1996,Male,20-24,Connecticut,84496
1996,Male,20-24,Delaware,18832
1996,Male,20-24,District of Columbia,14098
1996,Male,20-24,Florida,420202
1996,Male,20-24,Georgia,235915
1996,Male,20-24,Hawaii,31688
1996,Male,20-24,Idaho,36089
1996,Male,20-24,Illinois,327002
1996,Male,20-24,Indiana,183989
1996,Male,20-24,Iowa,81121
1996,Male,20-24,Kansas,79250
1996,Male,20-24,Kentucky,117779
1996,Male,20-24,Louisiana,119579
1996,Male,20-24,Maine,32725
1996,Male,20-24,Maryland,126329
1996,Male,20-24,Massachusetts,178742
1996,Male,20-24,Michigan,294194
1996,Male,20-24,Minnesota,99711
1996,Male,20-24,Mississippi,79276
1996,Male,20-24,Missouri,166963
1996,Male,20-24,Montana,31399
1996,Male,20-24,Nebraska,54233
1996,Male,20-24,Nevada,43860
1996,Male,20-24,New Hampshire,37618
1996,Male,20-24,New Jersey,204591
1996,Male,20-24,New Mexico,52166
1996,Male,20-24,New York,438482
1996,Male,20-24,North Carolina,235169
1996,Male,20-24,North Dakota,21392
1996,Male,20-24,Ohio,345851
1996,Male,20-24,Oklahoma,112544
1996,Male,20-24,Oregon,130631
1996,Male,20-24,Pennsylvania,314338
1996,Male,20-24,Rhode Island,24580
1996,Male,20-24,South Carolina,112648
1996,Male,20-24,South Dakota,23315
1996,Male,20-24,Tennessee,161350
1996,Male,20-24,Texas,623518
1996,Male,20-24,Utah,82721
1996,Male,20-24,Vermont,19707
1996,Male,20-24,Virginia,199280
1996,Male,20-24,Washington,164876
1996,Male,20-24,West Virginia,59492
1996,Male,20-24,Wisconsin,164859
1996,Male,20-24,Wyoming,15041
1996,Male,25-29,Alabama,160791
1996,Male,25-29,Alaska,25968
1996,Male,25-29,Arizona,129520
1996,Male,25-29,Arkansas,81889
1996,Male,25-29,California,1230179
1996,Male,25-29,Colorado,161617
1996,Male,25-29,Connecticut,110097
1996,Male,25-29,Delaware,26650
1996,Male,25-29,District of Columbia,22541
1996,Male,25-29,Florida,567796
1996,Male,25-29,Georgia,267805
1996,Male,25-29,Hawaii,38712
1996,Male,25-29,Idaho,36085
1996,Male,25-29,Illinois,393055
1996,Male,25-29,Indiana,224510
1996,Male,25-29,Iowa,86181
1996,Male,25-29,Kansas,80040
1996,Male,25-29,Kentucky,126250
1996,Male,25-29,Louisiana,128227
1996,Male,25-29,Maine,37536
1996,Male,25-29,Maryland,168619
1996,Male,25-29,Massachusetts,238021
1996,Male,25-29,Michigan,330438
1996,Male,25-29,Minnesota,123815
1996,Male,25-29,Mississippi,79861
1996,Male,25-29,Missouri,177190
1996,Male,25-29,Montana,25419
1996,Male,25-29,Nebraska,55301
1996,Male,25-29,Nevada,60157
1996,Male,25-29,New Hampshire,46246
1996,Male,25-29,New Jersey,254240
1996,Male,25-29,New Mexico,57603
1996,Male,25-29,New York,563000
1996,Male,25-29,North Carolina,283860
1996,Male,25-29,North Dakota,19963
1996,Male,25-29,Ohio,390773
1996,Male,25-29,Oklahoma,114542
1996,Male,25-29,Oregon,138208
1996,Male,25-29,Pennsylvania,377955
1996,Male,25-29,Rhode Island,30172
1996,Male,25-29,South Carolina,129746
1996,Male,25-29,South Dakota,23451
1996,Male,25-29,Tennessee,187135
1996,Male,25-29,Texas,724660
1996,Male,25-29,Utah,76384
1996,Male,25-29,Vermont,22616
1996,Male,25-29,Virginia,253563
1996,Male,25-29,Washington,202162
1996,Male,25-29,West Virginia,59084
1996,Male,25-29,Wisconsin,191635
1996,Male,25-29,Wyoming,15060
1996,Male,30-34,Alabama,160239
1996,Male,30-34,Alaska,29229
1996,Male,30-34,Arizona,146913
1996,Male,30-34,Arkansas,81302
1996,Male,30-34,California,1347540
1996,Male,30-34,Colorado,165438
1996,Male,30-34,Connecticut,131684
1996,Male,30-34,Delaware,29968
1996,Male,30-34,District of Columbia,25416
1996,Male,30-34,Florida,635740
1996,Male,30-34,Georgia,277846
1996,Male,30-34,Hawaii,42866
1996,Male,30-34,Idaho,38148
1996,Male,30-34,Illinois,420079
1996,Male,30-34,Indiana,238531
1996,Male,30-34,Iowa,92273
1996,Male,30-34,Kansas,85223
1996,Male,30-34,Kentucky,137091
1996,Male,30-34,Louisiana,137554
1996,Male,30-34,Maine,43680
1996,Male,30-34,Maryland,197627
1996,Male,30-34,Massachusetts,269010
1996,Male,30-34,Michigan,353129
1996,Male,30-34,Minnesota,142104
1996,Male,30-34,Mississippi,83470
1996,Male,30-34,Missouri,191138
1996,Male,30-34,Montana,27409
1996,Male,30-34,Nebraska,60983
1996,Male,30-34,Nevada,66816
1996,Male,30-34,New Hampshire,54322
1996,Male,30-34,New Jersey,308143
1996,Male,30-34,New Mexico,63557
1996,Male,30-34,New York,647606
1996,Male,30-34,North Carolina,285367
1996,Male,30-34,North Dakota,20394
1996,Male,30-34,Ohio,405112
1996,Male,30-34,Oklahoma,115904
1996,Male,30-34,Oregon,147927
1996,Male,30-34,Pennsylvania,416763
1996,Male,30-34,Rhode Island,36050
1996,Male,30-34,South Carolina,132868
1996,Male,30-34,South Dakota,24990
1996,Male,30-34,Tennessee,194052
1996,Male,30-34,Texas,754672
1996,Male,30-34,Utah,67928
1996,Male,30-34,Vermont,24857
1996,Male,30-34,Virginia,267048
1996,Male,30-34,Washington,214900
1996,Male,30-34,West Virginia,58345
1996,Male,30-34,Wisconsin,205896
1996,Male,30-34,Wyoming,15442
1996,Male,35-39,Alabama,165535
1996,Male,35-39,Alaska,32770
1996,Male,35-39,Arizona,157965
1996,Male,35-39,Arkansas,82500
1996,Male,35-39,California,1346463
1996,Male,35-39,Colorado,170162
1996,Male,35-39,Connecticut,142419
1996,Male,35-39,Delaware,30493
1996,Male,35-39,District of Columbia,22072
1996,Male,35-39,Florida,643294
1996,Male,35-39,Georgia,258260
1996,Male,35-39,Hawaii,44945
1996,Male,35-39,Idaho,44602
1996,Male,35-39,Illinois,443363
1996,Male,35-39,Indiana,216250
1996,Male,35-39,Iowa,103204
1996,Male,35-39,Kansas,96415
1996,Male,35-39,Kentucky,143975
1996,Male,35-39,Louisiana,147114
1996,Male,35-39,Maine,50082
1996,Male,35-39,Maryland,207481
1996,Male,35-39,Massachusetts,265823
1996,Male,35-39,Michigan,376205
1996,Male,35-39,Minnesota,170457
1996,Male,35-39,Mississippi,88221
1996,Male,35-39,Missouri,208548
1996,Male,35-39,Montana,32180
1996,Male,35-39,Nebraska,64949
1996,Male,35-39,Nevada,67612
1996,Male,35-39,New Hampshire,59243
1996,Male,35-39,New Jersey,326787
1996,Male,35-39,New Mexico,68343
1996,Male,35-39,New York,663354
1996,Male,35-39,North Carolina,287377
1996,Male,35-39,North Dakota,23798
1996,Male,35-39,Ohio,440435
1996,Male,35-39,Oklahoma,126695
1996,Male,35-39,Oregon,149687
1996,Male,35-39,Pennsylvania,462768
1996,Male,35-39,Rhode Island,38824
1996,Male,35-39,South Carolina,135303
1996,Male,35-39,South Dakota,28113
1996,Male,35-39,Tennessee,199872
1996,Male,35-39,Texas,790328
1996,Male,35-39,Utah,70570
1996,Male,35-39,Vermont,27648
1996,Male,35-39,Virginia,262856
1996,Male,35-39,Washington,233633
1996,Male,35-39,West Virginia,64966
1996,Male,35-39,Wisconsin,217494
1996,Male,35-39,Wyoming,19372
1996,Male,40-44,Alabama,157542
1996,Male,40-44,Alaska,32623
1996,Male,40-44,Arizona,149992
1996,Male,40-44,Arkansas,77308
1996,Male,40-44,California,1199427
1996,Male,40-44,Colorado,160188
1996,Male,40-44,Connecticut,129902
1996,Male,40-44,Delaware,27432
1996,Male,40-44,District of Columbia,18902
1996,Male,40-44,Florida,575393
1996,Male,40-44,Georgia,233656
1996,Male,40-44,Hawaii,44477
1996,Male,40-44,Idaho,44412
1996,Male,40-44,Illinois,413171
1996,Male,40-44,Indiana,185549
1996,Male,40-44,Iowa,102621
1996,Male,40-44,Kansas,95103
1996,Male,40-44,Kentucky,137126
1996,Male,40-44,Louisiana,139967
1996,Male,40-44,Maine,49520
1996,Male,40-44,Maryland,189263
1996,Male,40-44,Massachusetts,236467
1996,Male,40-44,Michigan,359468
1996,Male,40-44,Minnesota,162616
1996,Male,40-44,Mississippi,84359
1996,Male,40-44,Missouri,192520
1996,Male,40-44,Montana,31751
1996,Male,40-44,Nebraska,59845
1996,Male,40-44,Nevada,62337
1996,Male,40-44,New Hampshire,53293
1996,Male,40-44,New Jersey,298985
1996,Male,40-44,New Mexico,64681
1996,Male,40-44,New York,601646
1996,Male,40-44,North Carolina,268587
1996,Male,40-44,North Dakota,24547
1996,Male,40-44,Ohio,423203
1996,Male,40-44,Oklahoma,121500
1996,Male,40-44,Oregon,149381
1996,Male,40-44,Pennsylvania,451142
1996,Male,40-44,Rhode Island,37130
1996,Male,40-44,South Carolina,129944
1996,Male,40-44,South Dakota,27305
1996,Male,40-44,Tennessee,194387
1996,Male,40-44,Texas,719417
1996,Male,40-44,Utah,66739
1996,Male,40-44,Vermont,27234
1996,Male,40-44,Virginia,239034
1996,Male,40-44,Washington,230495
1996,Male,40-44,West Virginia,67638
1996,Male,40-44,Wisconsin,205353
1996,Male,40-44,Wyoming,21172
1996,Male,45-49,Alabama,144072
1996,Male,45-49,Alaska,28077
1996,Male,45-49,Arizona,140352
1996,Male,45-49,Arkansas,72181
1996,Male,45-49,California,1050034
1996,Male,45-49,Colorado,133702
1996,Male,45-49,Connecticut,116175
1996,Male,45-49,Delaware,24421
1996,Male,45-49,District of Columbia,16701
1996,Male,45-49,Florida,511504
1996,Male,45-49,Georgia,217381
1996,Male,45-49,Hawaii,41565
1996,Male,45-49,Idaho,39279
1996,Male,45-49,Illinois,369707
1996,Male,45-49,Indiana,143943
1996,Male,45-49,Iowa,94559
1996,Male,45-49,Kansas,84165
1996,Male,45-49,Kentucky,129350
1996,Male,45-49,Louisiana,125635
1996,Male,45-49,Maine,47353
1996,Male,45-49,Maryland,173272
1996,Male,45-49,Massachusetts,213200
1996,Male,45-49,Michigan,323294
1996,Male,45-49,Minnesota,145592
1996,Male,45-49,Mississippi,79511
1996,Male,45-49,Missouri,170595
1996,Male,45-49,Montana,26923
1996,Male,45-49,Nebraska,53050
1996,Male,45-49,Nevada,58602
1996,Male,45-49,New Hampshire,48392
1996,Male,45-49,New Jersey,267913
1996,Male,45-49,New Mexico,60708
1996,Male,45-49,New York,548183
1996,Male,45-49,North Carolina,247140
1996,Male,45-49,North Dakota,21345
1996,Male,45-49,Ohio,382320
1996,Male,45-49,Oklahoma,108766
1996,Male,45-49,Oregon,128580
1996,Male,45-49,Pennsylvania,408872
1996,Male,45-49,Rhode Island,33605
1996,Male,45-49,South Carolina,122196
1996,Male,45-49,South Dakota,23964
1996,Male,45-49,Tennessee,183952
1996,Male,45-49,Texas,613686
1996,Male,45-49,Utah,55641
1996,Male,45-49,Vermont,25484
1996,Male,45-49,Virginia,224821
1996,Male,45-49,Washington,207338
1996,Male,45-49,West Virginia,67549
1996,Male,45-49,Wisconsin,180731
1996,Male,45-49,Wyoming,18834
1996,Male,50-54,Alabama,116387
1996,Male,50-54,Alaska,19905
1996,Male,50-54,Arizona,104443
1996,Male,50-54,Arkansas,60134
1996,Male,50-54,California,774051
1996,Male,50-54,Colorado,96411
1996,Male,50-54,Connecticut,98484
1996,Male,50-54,Delaware,20177
1996,Male,50-54,District of Columbia,12608
1996,Male,50-54,Florida,423949
1996,Male,50-54,Georgia,167456
1996,Male,50-54,Hawaii,32561
1996,Male,50-54,Idaho,29983
1996,Male,50-54,Illinois,291710
1996,Male,50-54,Indiana,114681
1996,Male,50-54,Iowa,71851
1996,Male,50-54,Kansas,64108
1996,Male,50-54,Kentucky,97185
1996,Male,50-54,Louisiana,95481
1996,Male,50-54,Maine,36783
1996,Male,50-54,Maryland,140668
1996,Male,50-54,Massachusetts,163575
1996,Male,50-54,Michigan,255250
1996,Male,50-54,Minnesota,114262
1996,Male,50-54,Mississippi,60260
1996,Male,50-54,Missouri,139054
1996,Male,50-54,Montana,20163
1996,Male,50-54,Nebraska,39512
1996,Male,50-54,Nevada,46943
1996,Male,50-54,New Hampshire,35327
1996,Male,50-54,New Jersey,223965
1996,Male,50-54,New Mexico,44250
1996,Male,50-54,New York,432720
1996,Male,50-54,North Carolina,199043
1996,Male,50-54,North Dakota,15459
1996,Male,50-54,Ohio,301287
1996,Male,50-54,Oklahoma,89187
1996,Male,50-54,Oregon,95096
1996,Male,50-54,Pennsylvania,328374
1996,Male,50-54,Rhode Island,26785
1996,Male,50-54,South Carolina,100361
1996,Male,50-54,South Dakota,17834
1996,Male,50-54,Tennessee,149716
1996,Male,50-54,Texas,475676
1996,Male,50-54,Utah,42097
1996,Male,50-54,Vermont,19405
1996,Male,50-54,Virginia,174331
1996,Male,50-54,Washington,161724
1996,Male,50-54,West Virginia,49179
1996,Male,50-54,Wisconsin,135880
1996,Male,50-54,Wyoming,14014
1996,Male,55-59,Alabama,93732
1996,Male,55-59,Alaska,13253
1996,Male,55-59,Arizona,83548
1996,Male,55-59,Arkansas,50977
1996,Male,55-59,California,593120
1996,Male,55-59,Colorado,71068
1996,Male,55-59,Connecticut,72049
1996,Male,55-59,Delaware,15905
1996,Male,55-59,District of Columbia,9721
1996,Male,55-59,Florida,343222
1996,Male,55-59,Georgia,129997
1996,Male,55-59,Hawaii,22955
1996,Male,55-59,Idaho,23808
1996,Male,55-59,Illinois,230680
1996,Male,55-59,Indiana,98388
1996,Male,55-59,Iowa,59036
1996,Male,55-59,Kansas,50170
1996,Male,55-59,Kentucky,80398
1996,Male,55-59,Louisiana,78372
1996,Male,55-59,Maine,27075
1996,Male,55-59,Maryland,106268
1996,Male,55-59,Massachusetts,121832
1996,Male,55-59,Michigan,197754
1996,Male,55-59,Minnesota,88717
1996,Male,55-59,Mississippi,51793
1996,Male,55-59,Missouri,112505
1996,Male,55-59,Montana,16111
1996,Male,55-59,Nebraska,32297
1996,Male,55-59,Nevada,39194
1996,Male,55-59,New Hampshire,26143
1996,Male,55-59,New Jersey,171204
1996,Male,55-59,New Mexico,35651
1996,Male,55-59,New York,340040
1996,Male,55-59,North Carolina,153368
1996,Male,55-59,North Dakota,12323
1996,Male,55-59,Ohio,239097
1996,Male,55-59,Oklahoma,72285
1996,Male,55-59,Oregon,71914
1996,Male,55-59,Pennsylvania,261237
1996,Male,55-59,Rhode Island,19455
1996,Male,55-59,South Carolina,78072
1996,Male,55-59,South Dakota,14127
1996,Male,55-59,Tennessee,119355
1996,Male,55-59,Texas,357025
1996,Male,55-59,Utah,31997
1996,Male,55-59,Vermont,14120
1996,Male,55-59,Virginia,134283
1996,Male,55-59,Washington,116995
